_r;_RAJ2000;_DEJ2000;RAJ2000;DEJ2000;objID;f_objID;Qual;e_RAJ2000;e_DEJ2000;Epoch;Ns;Nd;gmag;e_gmag;gKmag;e_gKmag;gFlags;rmag;e_rmag;rKmag;e_rKmag;rFlags;imag;e_imag;iKmag;e_iKmag;iFlags;zmag;e_zmag;zKmag;e_zKmag;zFlags;ymag;e_ymag;yKmag;e_yKmag;yFlags
5.1435;305.84868528;38.5306113;305.84868528;38.5306113;1.54233058486857E+017;503635968;60;0.0121;0.018;55817.33887731;4;41;24.951;       ;       ;       ;16420;21.916;       ;       ;       ;114724;20.9809;0.0274;20.947;0.0885;115000;19.6307;0.0231;19.7859;0.0885;115000;18.534;0.0157;18.7601;0.0498;115000
5.1436;305.88922218;38.41233241;305.88922218;38.41233241;1.54093058892515E+017;168091648;20;0.0542;0.0761;56123.72952546;7;12;        ;       ;       ;       ;16416;       ;       ;       ;       ;32800;21.4382;0.1139;21.6651;0.3112;115000;20.2297;0.0129;20.2346;0.0858;115000;19.4294;0.1781;19.0915;0.1454;16892472
5.1437;306.03337845;38.43861377;306.03337845;38.43861377;1.54123060333497E+017;436527104;52;0.088;0.0951;55988.27299769;6;8;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.2266;0.0031;21.2365;0.2371;115000;20.4156;0.1796;20.4839;0.244;115000;19.5468;0.1668;19.537;0.2664;115000
5.1441;305.85794632;38.54105058;305.85794632;38.54105058;1.5424305857959E+017;444669952;53;0.023;0.023;55694.45082176;1;7;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.2518;0.0478;20.0027;0.0679;16793912;19.5396;0.0077;19.6209;0.0117;16892216;18.7428;0.0325;18.0125;0.0773;16793912
5.1443;306.03694624;38.44295135;306.03694624;38.44295135;1.54133060369492E+017;503635968;60;0.0065;0.0217;55814.21634259;10;69;18.313;0.0049;18.4169;0.0054;115000;16.8389;0.003;16.9192;0.0082;115000;16.0274;0.0067;16.1052;0.0067;115000;15.5436;0.002;15.604;0.0023;115000;15.2135;0.0035;15.2844;0.0064;115000
5.1473;305.83867736;38.46074933;305.83867736;38.46074933;1.54153058386724E+017;503635968;60;0.0094;0.0525;55811.96756944;5;57;21.597;0.1178;21.9088;0.0873;115000;20.0925;0.0162;20.1888;0.0439;115000;18.9257;0.0051;19.0825;0.0062;115000;18.3231;0.0119;18.4542;0.0245;115000;17.9423;0.0167;18.1441;0.0295;115000
5.1527;305.91244379;38.56948521;305.91244379;38.56948521;1.54283059124454E+017;503635968;60;0.0098;0.03;55976.3284838;5;50;21.76;       ;       ;       ;114724;20.2739;0.0221;20.4783;0.0544;115000;18.6734;0.014;18.8062;0.0248;115000;17.6878;0.0101;17.8088;0.0083;115000;17.0168;0.0069;17.1497;0.0196;115000
5.1541;305.86348112;38.4278241;305.86348112;38.4278241;1.54113058634794E+017;436527104;52;0.0202;0.0235;55909.06202546;4;36;        ;       ;       ;       ;16416;21.3531;0.1562;       ;       ;115000;20.7278;0.0418;20.9184;0.1035;115000;19.967;0.0326;20.2546;0.0429;115000;19.3711;0.1182;19.4354;0.2299;115000
5.1542;305.96938058;38.57038766;305.96938058;38.57038766;1.54283059693605E+017;503636096;60;0.0154;0.0162;55863.27569444;5;63;19.6346;0.0166;19.7687;0.026;115000;18.0474;0.006;18.1447;0.0202;115000;17.2137;0.0048;17.2677;0.0083;115000;16.6876;0.0033;16.7475;0.0057;115000;16.3474;0.0132;16.4315;0.0266;115000
5.1548;305.84763421;38.44450855;305.84763421;38.44450855;1.54133058477544E+017;436527104;52;0.0251;0.0145;55926.98309028;4;28;        ;       ;       ;       ;16416;21.0463;0.1271;20.17;0.1278;16892216;20.3821;0.0336;20.5846;0.192;115256;19.5858;0.0267;19.6917;0.0319;115000;19.2151;0.0275;19.0569;0.1022;115000
5.1548;305.84279377;38.45198598;305.84279377;38.45198598;1.54143058428423E+017;436527104;52;0.0346;0.0485;55943.49074074;3;17;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.1764;0.0459;21.2633;0.0952;115000;20.4681;0.0225;20.8407;0.0559;115000;19.6564;0.0422;19.8366;0.1755;115000
5.155;306.01484503;38.55197585;306.01484503;38.55197585;1.54263060148323E+017;235200512;28;0.0257;0.0426;55943.01483796;8;44;23.839;       ;       ;       ;16420;21.5121;0.0293;21.8162;0.2612;98616;19.9432;0.0188;20.0613;0.0315;115000;18.8002;0.0128;18.8687;0.0727;115000;17.9309;0.0227;18.061;0.0931;115000
5.1553;305.84096661;38.45536246;305.84096661;38.45536246;1.54143058409247E+017;436527104;52;0.0342;0.0437;55948.99337963;4;32;        ;       ;       ;       ;16416;21.8783;0.0499;21.9716;0.1279;115000;20.8094;0.0398;20.9013;0.1013;115000;20.0519;0.0721;20.1715;0.0442;115000;19.4263;0.0444;19.2465;0.0608;115000
5.1553;305.95333729;38.40146117;305.95333729;38.40146117;1.54083059533502E+017;503635968;60;0.0077;0.0063;55947.15818287;10;57;22.1511;0.2451;       ;       ;115000;20.0317;0.0083;20.229;0.0208;115000;18.6782;0.0086;18.8309;0.0213;115000;17.7271;0.0082;17.8681;0.0095;115000;17.0434;0.0074;17.1903;0.0153;115000
5.1562;306.05221901;38.49578355;306.05221901;38.49578355;1.54193060522296E+017;235200512;28;0.0086;0.0137;55953.63135417;8;45;16.8437;0.0042;16.9118;0.0047;115000;15.861;0.003;15.923;0.0033;312;15.3879;0.0085;15.4428;0.0042;115000;15.114;0.0002;15.1452;0.0046;115000;14.8873;0.0021;14.9576;0.0041;115000
5.1562;305.9959189;38.56230696;305.9959189;38.56230696;1.54273059959455E+017;302145536;36;0.0171;0.0171;56394.08355324;0;8;        ;       ;       ;       ;0;20.8785;0.1343;       ;       ;4120;19.0591;0.0229;17.4669;0.0122;16777496;18.8418;0.0598;       ;       ;280;18.3225;0.0528;16.3708;0.0281;16777496
5.1566;305.88266354;38.41521128;305.88266354;38.41521128;1.54093058826869E+017;436527104;52;0.019;0.0227;55977.84039352;7;29;        ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.6489;0.0608;20.7563;0.0901;115000;20.0061;0.0565;20.1239;0.0646;115000;19.3405;0.0611;18.6724;0.101;115000
5.1579;305.96780534;38.57074668;305.96780534;38.57074668;1.54283059678136E+017;503635968;60;0.0097;0.0141;55878.18568287;5;69;17.8461;0.005;17.9636;0.0059;115000;16.7183;0.003;16.8025;0.0067;115000;16.1251;0.001;16.1982;0.0097;115000;15.7889;0.0025;15.8782;0.0053;115000;15.5338;0.0038;15.614;0.0165;115000
5.1581;306.01982061;38.54846498;306.01982061;38.54846498;1.54253060198549E+017;511860736;61;0.0644;0.0644;52241.14728009;1;3;25.534;       ;       ;       ;16420;22.715;       ;       ;       ;16420;20.892;       ;       ;       ;16420;20.9638;0.1782;20.1724;0.1827;16892464;19.5487;0.1798;18.3873;0.1707;16794680
5.1595;306.02274157;38.42787895;306.02274157;38.42787895;1.54113060227484E+017;235200512;28;0.0152;0.0106;55800.57965278;8;39;24.909;       ;       ;       ;16420;21.238;0.0687;21.57;0.0912;115000;19.8906;0.0183;19.932;0.0562;98616;19.0236;0.0292;19.2071;0.0674;115000;18.4039;0.0157;18.6171;0.0293;115000
5.1595;305.83452938;38.50067284;305.83452938;38.50067284;1.54203058345841E+017;436527104;52;0.0522;0.0929;55741.77310185;3;9;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.8308;0.1834;       ;       ;115000;20.7684;0.015;21.1927;0.3315;115000;19.689;0.1726;       ;       ;115000
5.1597;305.92828232;38.57222071;305.92828232;38.57222071;1.54283059283077E+017;436527104;52;0.0139;0.0196;55943.39925926;4;40;        ;       ;       ;       ;16416;21.9066;0.1676;       ;       ;115000;20.6044;0.0289;20.8322;0.0866;115000;19.6888;0.0226;19.905;0.0713;115000;19.0428;0.0348;19.3333;0.051;115000
5.1604;305.85213782;38.43867389;305.85213782;38.43867389;1.54123058520877E+017;503635968;60;0.0066;0.0189;55864.00159722;5;62;13.7435;0.0012;13.7989;0.0007;115000;13.217;       ;       ;       ;114724;12.972;       ;       ;       ;114724;12.772;       ;       ;       ;114724;12.8419;0.0025;12.8598;0.004;115000
5.1634;305.93495805;38.40117382;305.93495805;38.40117382;1.54083059349692E+017;436527104;52;0.0128;0.0134;55922.23681713;10;46;21.5116;0.0958;21.7795;0.183;115000;20.027;0.0192;20.1559;0.0274;115000;19.1315;0.0092;19.2528;0.0205;115000;18.5288;0.0194;18.6537;0.0229;115000;18.1298;0.0154;18.2444;0.0361;115000
5.1644;305.852497;38.43814641;305.852497;38.43814641;1.54123058523236E+017;268959744;32;0.0103;0.0103;56183.74456019;0;4;        ;       ;       ;       ;0;       ;       ;       ;       ;0;17.8641;0;17.2016;0.0109;16781336;       ;       ;       ;       ;0;17.3321;0.0361;       ;       ;4120
5.1647;305.84220455;38.52146142;305.84220455;38.52146142;1.54223058422616E+017;503635968;60;0.0224;0.031;55777.15726852;3;30;29.068;       ;       ;       ;16420;25.131;       ;       ;       ;16420;21.2449;0.0549;21.051;0.1142;16892216;20.2525;0.0344;20.4344;0.0934;115000;19.1933;0.0478;19.3464;0.0747;115000
5.1658;305.99689569;38.56206522;305.99689569;38.56206522;1.54273059969265E+017;444669952;53;0.0152;0.0152;56523.99555556;2;4;13.3165;0.0503;12.1383;0.0496;16892984;14.1178;0.0012;12.3282;0.001;16892216;       ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;16416
5.1659;306.04330584;38.45171021;306.04330584;38.45171021;1.54143060433343E+017;436527104;52;0.0303;0.035;55826.04960648;6;22;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.1117;0.0434;21.1687;0.0997;115000;20.0994;0.0436;20.2297;0.1594;115000;19.4237;0.0472;19.6389;0.0969;115000
5.1668;305.91800548;38.4031406;305.91800548;38.4031406;1.54083059180485E+017;436527104;52;0.0166;0.0186;55912.80607639;6;34;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.3452;0.0424;21.5798;0.1197;115000;19.8615;0.0319;20.3815;0;115000;18.8816;0.0476;18.9748;0.1157;115000
5.1684;305.86636401;38.42520407;305.86636401;38.42520407;1.54113058664001E+017;436527104;52;0.0089;0.0103;55936.67863426;5;54;        ;       ;       ;       ;114720;20.9848;0.0554;21.153;0.1341;115000;19.8241;0.0216;20.0121;0.0421;115000;19.1137;0.0416;19.3036;0.0379;115000;18.6264;0.04;18.7354;0.0562;115000
5.1693;306.00089813;38.41374202;306.00089813;38.41374202;1.54093060009027E+017;503635968;60;0.01;0.0255;55968.85017361;10;62;17.8476;0.0037;17.9171;0.0038;115000;16.6358;0.0069;16.7179;0.0056;115000;16.0016;0.0038;16.0657;0.0055;115000;15.6989;0.0049;15.7712;0.0086;115000;15.4982;0.0049;15.6112;0.0139;115000
5.1697;305.84466172;38.44832518;305.84466172;38.44832518;1.54133058446739E+017;503635968;60;0.0033;0.0046;55845.69675926;5;50;19.7766;0.0236;19.9604;0.0189;115000;18.4838;0.0089;18.5717;0.023;115000;17.841;0.0033;17.9214;0.0039;115000;17.4408;0.0072;17.5465;0.0135;115000;17.2042;0.0104;17.3604;0.014;115000
5.1707;305.94884669;38.5730563;305.94884669;38.5730563;1.54283059487878E+017;436527104;52;0.0139;0.0232;55877.18996528;5;54;21.8751;0.0658;22.0889;0.0614;115000;20.5364;0.0376;20.6961;0.047;115000;19.3571;0.0132;19.5067;0.0294;115000;18.7667;0.0127;18.9484;0.0172;115000;18.4561;0.0374;18.5694;0.0626;115000
5.1709;305.92222851;38.57163557;305.92222851;38.57163557;1.54283059222677E+017;436281344;52;0.0688;0.0688;55836.15467593;3;8;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.9243;0.0425;21.1007;0.0505;115000;19.8464;0.1256;19.9777;0.3054;115000
5.1726;305.9001035;38.56641017;305.9001035;38.56641017;1.54283059001E+017;503635968;60;0.0118;0.031;55956.2671412;5;57;21.8502;0.0738;21.8589;0.1048;115000;19.9477;0.0423;20.1515;0.0353;115000;18.8104;0.0163;18.9247;0.0184;115000;18.0632;0.0099;18.138;0.0266;115000;17.5513;0.0116;17.604;0.0354;115000
5.1731;306.00552348;38.55799778;306.00552348;38.55799778;1.5427306005518E+017;436527104;52;0.0101;0.0198;55925.12555556;5;74;17.8106;0.006;17.854;0.0116;115000;16.7864;0.0043;16.8485;0.0043;115000;16.3503;0.0033;16.4315;0.0096;115000;16.1319;0.0044;16.2116;0.003;115000;15.9696;0.0066;16.094;0.0115;115000
5.1746;305.95511238;38.40127968;305.95511238;38.40127968;1.54083059550682E+017;436527104;52;0.0264;0.0168;56018.28638889;10;44;        ;       ;       ;       ;114720;21.0572;0.0284;21.0823;0.0342;115000;20.0623;0.0146;20.2263;0.0553;115000;19.4549;0.0215;19.5904;0.0476;115000;18.9894;0.0419;19.0604;0.1867;115000
5.175;305.8517503;38.53538118;305.8517503;38.53538118;1.54243058517543E+017;503635968;60;0.0076;0.0054;55913.11202546;5;67;19.2101;0.0154;19.4024;0.0327;115000;17.9967;0.0057;18.1848;0.01;115000;17.3529;0.0004;17.463;0.0093;115000;16.9885;0.0057;17.1048;0.0138;115000;16.7093;0.0058;16.7963;0.0095;115000
5.1751;306.02157363;38.54749695;306.02157363;38.54749695;1.54253060216548E+017;444915712;53;0.2069;0.1196;55748.15603009;6;7;21.7477;0.1819;21.1471;0.2283;16793912;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;20.8242;0.1514;20.6804;0.2883;16892216;19.5773;0.1713;18.391;0.1342;16892216
5.1753;306.05096287;38.50431827;306.05096287;38.50431827;1.54203060509716E+017;235200512;28;0.0045;0.0125;55874.21240741;10;55;15.7442;0.01;15.8138;0.0034;115000;15.0127;0.0022;15.0659;0.0226;98616;14.6381;0.0108;14.6675;0.0114;115000;14.386;0.0019;14.4311;0.0046;115000;14.1393;0.0024;14.1864;0.002;115000
5.176;306.03323863;38.43750885;306.03323863;38.43750885;1.54123060332686E+017;436527104;52;0.0182;0.0426;55941.35980324;10;51;20.2304;0.0298;20.3636;0.0369;115000;18.8951;0.0074;18.9673;0.0133;115000;18.0403;0.0062;18.1292;0.0042;115000;17.6117;0.0098;17.7514;0.0219;115000;17.3936;0.0106;17.5924;0.0218;115000
5.1769;306.0332637;38.43751091;306.0332637;38.43751091;1.54123060332616E+017;369418240;44;0.0097;0.0114;55896.95893519;0;10;20.2918;0.0806;20.5764;0.1099;280;18.329;       ;       ;       ;4;17.809;       ;       ;       ;4;17.6441;0.0125;17.7495;0.02;280;17.433;0.0032;17.5977;0.0086;280
5.1801;305.83783479;38.51307756;305.83783479;38.51307756;1.54213058379076E+017;436527104;52;0.0438;0.057;55747.39947917;3;11;        ;       ;       ;       ;16416;21.0847;0.1794;       ;       ;16688;21.6375;0.0075;       ;       ;115000;20.5866;0.0585;20.8834;0.1945;115000;19.8632;0.1943;       ;       ;114992
5.181;305.83579486;38.46668921;305.83579486;38.46668921;1.54163058357991E+017;503635968;60;0.0407;0.0515;53378.38575231;2;5;22.465;       ;       ;       ;16420;20.6;       ;       ;       ;16420;19.392;       ;       ;       ;16420;20.4482;0.1715;20.533;0.2109;115000;19.271;0.0376;18.53;0.0317;16892216
5.1843;306.01331131;38.4204105;306.01331131;38.4204105;1.54103060132815E+017;436527104;52;0.0121;0.0135;55936.55226852;8;36;        ;       ;       ;       ;16416;21.5908;0.1452;       ;       ;115000;20.3006;0.0124;20.5306;0.051;115000;19.4635;0.035;19.7209;0.1003;115000;18.8131;0.0317;19.0469;0.0509;115000
5.1845;305.88124598;38.55863824;305.88124598;38.55863824;1.54273058812321E+017;503635968;60;0.006;0.0246;55908.91168981;4;47;26.923;       ;       ;       ;16420;21.3294;0.05;21.4672;0.104;115000;19.6591;0.0202;19.7656;0.0622;115000;18.6119;0.0072;18.7511;0.0167;115000;17.8142;0.0182;18.0022;0.0323;115000
5.1862;305.85599666;38.43380075;305.85599666;38.43380075;1.54123058560401E+017;436527104;52;0.0305;0.0333;55891.58258102;3;21;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.2151;0.0352;21.2831;0.2875;115000;20.4081;0.0849;20.533;0.0659;115000;19.9564;0.0739;20.775;0;115000
5.1864;305.83265778;38.4905402;305.83265778;38.4905402;1.54183058325639E+017;436527104;52;0.0611;0.0578;55931.34841435;3;25;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.16;0.0571;21.0362;0.0657;115000;20.1934;0.059;20.2367;0.0226;115000;19.5252;0.0651;19.4524;0.0772;115000
5.1866;305.8577617;38.43206805;305.8577617;38.43206805;1.54113058577639E+017;436281344;52;0.1052;0.1052;55776.99950231;2;5;        ;       ;       ;       ;16416;       ;       ;19.1716;0.0006;16440;       ;       ;       ;       ;16416;21.1346;0.0891;       ;       ;115000;19.9309;0.1927;       ;       ;114992
5.1868;305.83282116;38.48111255;305.83282116;38.48111255;1.54173058327838E+017;436527104;52;0.0203;0.0176;55870.38621528;5;50;        ;       ;       ;       ;114720;20.9943;0.0558;20.9299;0.1147;115000;19.8448;0.0224;19.9881;0.0406;115000;19.1223;0.0088;19.2495;0.0354;115000;18.5982;0.0259;18.7853;0.0523;115000
5.1872;305.97036142;38.40324477;305.97036142;38.40324477;1.54083059703025E+017;436527104;52;0.0099;0.022;56000.93190972;10;52;21.9705;0.1749;21.9458;0.2421;16892216;21.0732;0.0491;21.2261;0.0755;115000;20.0761;0.0074;20.2105;0.0536;115000;19.4926;0.0209;19.6919;0.0512;115000;19.0166;0.0487;19.1139;0.1116;115000
5.1877;306.05335379;38.48328858;306.05335379;38.48328858;1.54183060533521E+017;168091648;20;0.0295;0.0337;56143.42740741;8;22;        ;       ;       ;       ;16416;       ;       ;       ;       ;98336;20.8765;0.1029;21.0496;0.1425;115000;19.8942;0.0737;20.3293;0.1599;115000;19.5348;0.0558;19.8497;0.2198;115000
5.1889;305.83522019;38.4680288;305.83522019;38.4680288;1.54163058352232E+017;503635968;60;0.0043;0.0165;55834.13443287;5;71;17.3124;0.0061;17.4033;0.0016;115000;16.4335;0.0029;16.5348;0.0041;115000;16.0051;0.0015;16.0931;0.0023;115000;15.7499;0.002;15.8321;0.003;115000;15.5596;0.0049;15.5931;0.0118;115000
5.19;305.9082178;38.40490079;305.9082178;38.40490079;1.54083059082297E+017;302063616;36;0.0465;0.0465;55631.04587963;0;4;        ;       ;       ;       ;0;21.5839;0.1481;20.8549;0.1852;16777496;       ;       ;       ;       ;0;20.1093;0.0089;20.4891;0.0101;280;       ;       ;       ;       ;0
5.1925;305.97203776;38.57050768;305.97203776;38.57050768;1.54283059720095E+017;436527104;52;0.0167;0.0313;55871.46489583;4;43;        ;       ;       ;       ;16416;21.5055;0.1416;21.7559;0.0808;115000;20.2082;0.021;20.356;0.0553;115000;19.5394;0.0243;19.5944;0.0626;115000;19.2384;0.0896;18.8049;0.31;115000
5.1927;305.87878797;38.41656284;305.87878797;38.41656284;1.54103058788131E+017;503635968;60;0.0034;0.0067;55976.11565972;5;58;21.2798;0.0262;21.4444;0.0569;115000;19.6584;0.0109;19.9097;0.0207;115000;18.6618;0.0043;18.807;0.0237;115000;18.0643;0.0095;18.216;0.0185;115000;17.6388;0.0148;17.8147;0.0497;115000
5.1932;305.91548964;38.40317194;305.91548964;38.40317194;1.54083059154744E+017;436527104;52;0.0174;0.0192;55935.46871528;6;36;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;21.4539;0.037;21.3918;0.0456;115000;20.0779;0.0417;20.2342;0.0413;115000;19.0377;0.0369;18.8971;0.0648;115000
5.1932;305.9502747;38.57336674;305.9502747;38.57336674;1.54283059502649E+017;503635968;60;0.0041;0.0075;55817.79028935;5;59;22.1191;0.0589;22.5256;0.0143;115000;19.5053;0.014;19.608;0.0197;115000;17.7316;0.006;17.811;0.0047;115000;16.5804;0.0064;16.6443;0.0065;115000;15.7953;0.0065;15.8678;0.009;115000
5.1951;305.96568922;38.40225781;305.96568922;38.40225781;1.54083059657533E+017;436281344;52;0.0494;0.0494;55879.6059838;5;3;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;20.9072;0.0947;21.0631;0.1689;115256;20.2581;0.0834;20.6428;0.1842;115000;       ;       ;       ;       ;16416
5.1951;305.86392055;38.42648301;305.86392055;38.42648301;1.54113058639362E+017;436527104;52;0.0104;0.0124;55976.10297454;4;46;        ;       ;       ;       ;16416;21.0017;0.0207;21.6832;0.1336;115000;20;0.0277;20.2242;0.0293;115000;19.3362;0.0198;19.594;0.0521;115000;18.9366;0.0384;19.0735;0.0926;115000
5.1966;305.89269758;38.40986868;305.89269758;38.40986868;1.54093058927153E+017;302063616;36;0.0362;0.0362;55865.37993056;0;3;        ;       ;       ;       ;0;       ;       ;       ;       ;0;20.2358;0.0466;20.0344;0.0591;16777496;19.6827;0.0703;       ;       ;280;19.0134;0.0796;19.1031;0.1352;280
5.1984;305.8546289;38.53920215;305.8546289;38.53920215;1.54243058547338E+017;436363264;52;0.0769;0.0769;55819.87199074;3;5;        ;       ;       ;       ;16416;       ;       ;       ;       ;16416;       ;       ;       ;       ;114720;21.0519;0.0193;21.1409;0.2242;115000;19.6685;0.1765;       ;       ;115000
5.1984;305.94050899;38.40038142;305.94050899;38.40038142;1.54083059404791E+017;436527104;52;0.0151;0.0186;55887.85818287;8;35;        ;       ;       ;       ;16416;21.5711;0.0516;21.7678;0.3261;115000;20.4503;0.0562;20.6435;0.1102;115000;19.8082;0.0415;20.1011;0.0337;115000;19.1801;0.0481;19.4907;0.0616;115000
5.1994;305.83703192;38.46196083;305.83703192;38.46196083;1.54153058370365E+017;503635968;60;0.0102;0.0433;55768.20358796;5;52;20.199;0.0565;20.2682;0.0305;115000;18.7449;0.0196;18.878;0.0229;115000;17.8702;0.0075;18.0067;0.0066;115000;17.274;0.0084;17.3933;0.019;115000;16.9468;0.0104;17.1231;0.0248;115000
