_r;_RAJ2000;_DEJ2000;RA_ICRS;e_RA_ICRS;DE_ICRS;e_DE_ICRS;Source;Plx;e_Plx;PM;pmRA;e_pmRA;pmDE;e_pmDE;RUWE;FG;e_FG;Gmag;e_Gmag;FBP;e_FBP;BPmag;e_BPmag;FRP;e_FRP;RPmag;e_RPmag;BP-RP;RVDR2;e_RVDR2;Tefftemp;loggtemp;PS1;SDSSDR13;SkyMapper2;URAT1;GmagCorr;e_GmagCorr;FGCorr;RAJ2000;DEJ2000
4.2151;305.945879353936;38.416826785988;305.94584379888;0.1147;38.41678313266;0.1284;2.06112910426899E+018;0.4942;0.1527;11.652;-6.268;0.162;-9.822;0.174;1.063;603.98;0.9916;18.734816;0.003282;185.48;11.327;19.667782;0.066363;637.87;6.1191;17.73606;0.01108;1.931723;       ;     ;      ;    ;1.54103059458791E+017;                   ;         ;643418589;18.734816;0.003282;603.98;305.94587935478;38.41682678631
4.2153;305.853634086176;38.4935090617875;305.85362571606;0.3746;38.49349072401;0.4512;2.06113202914487E+018;0.7878;0.5213;4.381;-1.474;0.529;-4.126;0.623;1.003;139.75;0.76478;20.324007;0.00655;33.608;4.9111;21.522448;0.158684;149.88;7.773;19.308575;0.056437;2.213873;       ;     ;      ;    ;1.54193058536333E+017;                   ;         ;         ;20.31143;0.006487;141.38;305.85363408589;38.49350906225
4.216;306.022699404472;38.519406553546;306.02268681638;0.4058;38.51938192688;0.4412;2.06115336224553E+018;-1.0521;0.5472;5.968;-2.216;0.532;-5.541;0.592;1.157;177.72;0.79683;20.063011;0.005594;43.095;7.8389;21.25248;0.197515;322.2;7.9712;18.47759;0.027126;2.774889;       ;     ;      ;    ;1.54223060227114E+017;                   ;         ;         ;20.040753;0.005508;181.4;306.02269940393;38.51940655559
4.2165;305.939744286046;38.5572558858172;305.93970614383;0.4971;38.55722727249;0.5654;2.06113123886723E+018;-0.6955;0.7075;9.3;-6.711;0.687;-6.438;0.768;1.093;123.86;0.75782;20.454998;0.007191;51.812;5.4685;21.052467;0.114629;164.44;8.1272;19.207895;0.053795;1.844572;       ;     ;      ;    ;1.54263059397649E+017;                   ;         ;         ;20.4488;0.007156;124.57;305.93974428789;38.5572558878
4.2176;305.962572416573;38.5556460196308;305.9625135194;0.1705;38.55561606409;0.1842;2.06113099405486E+018;1.0726;0.2213;12.362;-10.363;0.218;-6.74;0.223;1.006;355.51;0.85284;19.310226;0.003792;70.942;5.2424;20.711288;0.080282;434.84;5.5079;18.152065;0.014262;2.559223;       ;     ;      ;    ;1.54263059625237E+017;                   ;         ;643418664;19.291545;0.003761;361.68;305.96257241865;38.55564601777
4.2247;305.982796504339;38.4238794124858;305.98277481636;0.3471;38.42385171471;0.4051;2.06111749496993E+018;0.282;0.4682;7.311;-3.823;0.474;-6.232;0.641;1.08;167.07;0.78795;20.130135;0.005815;27.381;3.8798;21.74491;0.153869;219.55;6.3587;18.894083;0.031672;2.850826;       ;     ;      ;    ;1.54103059827919E+017;                   ;         ;         ;20.106698;0.005719;170.71;305.98279650316;38.42387941304
4.2309;305.861220321267;38.4574644916833;305.86122047451;0.243;38.45745135835;0.2947;2.06112897112449E+018;0.8923;0.3334;2.955;0.027;0.334;-2.955;0.386;1.09;247.78;0.79173;19.702206;0.00443;70.937;4.8993;20.711363;0.075039;264.55;5.5469;18.69163;0.023076;2.019733;       ;     ;      ;    ;1.5414305861359E+017;                   ;         ;         ;19.693052;0.004408;249.88;305.8612203202;38.4574644916
4.2323;305.874160489409;38.5325530428452;305.87415171136;0.0966;38.53253300729;0.1079;2.06113370847416E+018;0.4225;0.1276;4.765;-1.545;0.131;-4.508;0.154;0.961;740.07;1.0474;18.514185;0.003155;130.32;4.7563;20.051043;0.039725;928.76;8.3065;17.328142;0.01042;2.7229;       ;     ;      ;    ;1.5423305874142E+017;                   ;         ;643418252;18.514185;0.003155;740.07;305.87416049195;38.53255304172
4.2332;305.85341484189;38.4792523248955;305.853417726;0.3254;38.47922552934;0.3873;2.06112907421031E+018;0.3845;0.4533;6.051;0.508;0.466;-6.029;0.561;1.017;164.37;0.78936;20.147812;0.005897;           ;           ;         ;         ;           ;           ;         ;         ;         ;       ;     ;      ;    ;1.54173058534276E+017;                   ;         ;         ;20.147812;0.005897;164.37;305.85341484058;38.47925232568
4.2336;305.951168676082;38.4167508719201;305.95115340013;0.4442;38.41672960081;0.5584;2.06112914292307E+018;1.4992;0.6934;5.491;-2.693;0.679;-4.786;0.784;0.998;118.23;0.78703;20.505508;0.007735;55.676;8.6667;20.974365;0.169031;172.06;8.1135;19.158722;0.051339;1.815643;       ;     ;      ;    ;1.54103059511631E+017;                   ;         ;         ;20.49978;0.007699;118.86;305.95116867373;38.4167508715
4.2369;305.90474839544;38.4230472791121;305.90475261045;0.2522;38.42305077689;0.2862;2.06112797039876E+018;0.0205;0.3415;1.082;0.743;0.358;0.787;0.406;0.997;203.08;0.7922;19.918182;0.005053;43.025;6.267;21.254244;0.158174;259.67;6.4995;18.711857;0.027438;2.542387;       ;     ;      ;    ;1.54103059046948E+017;                   ;         ;         ;19.899791;0.004993;206.55;305.90474839438;38.42304728127
4.2379;305.901050962896;38.42448220218;305.90105357251;0.4194;38.42447112218;0.5357;2.0611279704001E+018;-0.2432;0.6479;2.535;0.46;0.594;-2.493;0.741;1.059;130.31;0.76553;20.399906;0.006948;28.847;3.3018;21.688301;0.124304;184.38;5.6387;19.083609;0.033418;2.604693;       ;     ;      ;    ;1.5410305901028E+017;                   ;         ;         ;20.380448;0.006844;132.67;305.90105096481;38.42448220003
4.2401;306.032961782022;38.4933426142256;306.03292968151;0.3895;38.49327197423;0.5049;2.06112983012252E+018;1.7941;0.5698;16.87;-5.653;0.609;-15.894;0.692;1.004;165.21;0.89605;20.142271;0.006501;33.254;6.345;21.533949;0.207184;210.53;9.9196;18.939623;0.051297;2.594326;       ;     ;      ;    ;1.54193060329683E+017;                   ;         ;         ;20.122989;0.006408;168.17;306.03296178114;38.49334261536
4.2432;305.947319717346;38.5576630728996;305.94728991271;1.4411;38.55764061957;1.8012;2.06113117015088E+018;6.1948;2.262;7.281;-5.244;1.787;-5.052;2.403;1.322;81.87;1.0615;20.904558;0.014344;16.801;3.2025;22.275215;0.206974;117.58;11.068;19.572088;0.102275;2.703127;       ;     ;      ;    ;1.5426305947232E+017;                   ;         ;         ;20.883457;0.014078;83.477;305.94731971812;38.55766307094
4.2438;305.935306193457;38.5574982528596;305.93527239335;0.2943;38.55747036842;0.3297;2.06113123886906E+018;1.7423;0.3919;8.645;-5.947;0.416;-6.274;0.457;1.045;199.1;0.80209;19.939705;0.00517;44.45;6.026;21.218863;0.147218;237.91;7.2365;18.806879;0.033241;2.411984;       ;     ;      ;    ;1.5426305935294E+017;                   ;         ;         ;19.923598;0.005115;202.07;305.93530619187;38.55749825458
4.2446;306.032679457121;38.4958786871675;306.03267095612;0.2911;38.49586358939;0.3456;2.06115329352731E+018;1.1799;0.3997;3.712;-1.497;0.393;-3.397;0.485;1.02;190.03;0.80711;19.990341;0.005372;42.369;6.2789;21.27092;0.160924;255.56;8.6613;18.729174;0.036991;2.541746;       ;     ;      ;    ;1.54193060326666E+017;                   ;         ;         ;19.971961;0.005306;193.27;306.0326794557;38.49587868624
4.2478;305.894044487007;38.5465840409664;305.89413036955;0.068;38.54658358322;0.0741;2.06113367411444E+018;3.833;0.0862;15.114;15.113;0.089;-0.103;0.098;1.044;1396.1;1.6321;17.825089;0.003034;255.65;8.0675;19.31941;0.034375;1731.7;6.8437;16.651707;0.005718;2.667704;       ;     ;      ;    ;1.54253058940957E+017;                   ;         ;643418354;17.825089;0.003034;1396.1;305.89404448574;38.54658404041
4.2525;305.940984257581;38.5578520134636;305.94101567075;0.0198;38.55785831569;0.021;2.06113123887397E+018;1.2585;0.0255;5.706;5.527;0.026;1.418;0.027;1.033;11032;5.4412;15.580711;0.002807;4765.5;10.309;16.143272;0.003647;8962.4;13.934;14.866836;0.004139;1.276437;       ;     ;      ;    ;1.5427305940994E+017;                   ;         ;643418568;15.580711;0.002807;11032;305.94098426016;38.55785201311
4.2588;306.031677125925;38.4721473237872;306.031657416;0.154;38.4721277149;0.181;2.06111807479308E+018;0.499;0.2061;5.614;-3.472;0.21;-4.412;0.235;1.046;386.28;0.87989;19.220108;0.003702;94.058;5.5115;20.405054;0.063682;408.32;8.0221;18.220402;0.021663;2.184652;       ;     ;      ;    ;1.54163060316787E+017;                   ;         ;643418944;19.208052;0.003684;390.59;306.03167712372;38.47214732289
4.2629;305.88806636962;38.5435785922622;305.88804968593;0.1794;38.54356157893;0.2058;2.06113367411547E+018;-0.0237;0.2398;4.824;-2.936;0.24;-3.828;0.268;1.017;322.3;0.78849;19.41671;0.003827;57.761;4.0439;20.934458;0.076064;430.99;5.9093;18.161732;0.015359;2.772726;       ;     ;      ;    ;1.54253058880573E+017;                   ;         ;643418310;19.394486;0.00379;328.97;305.88806637163;38.54357859095
4.264;306.00907542207;38.43828102425;306.00907542207;6.4522;38.43828102425;6.7075;2.06111783857418E+018;          ;       ;         ;         ;      ;         ;      ;        ;74.945;1.467;21.000511;0.02143;15.366;7.8845;22.372158;0.55712;105.16;8.4283;19.693289;0.087103;2.678869;       ;     ;      ;    ;1.54123060091287E+017;                   ;         ;         ;21.000511;0.02143;74.945;306.00907542207;38.43828102425
4.2643;306.01514398321;38.53017480347;306.01514398321;6.7064;38.53017480347;9.4884;2.06115357270027E+018;          ;       ;         ;         ;      ;         ;      ;        ;68.209;2.2733;21.102758;0.03629;46.709;17.521;21.165037;0.40727;78.04;14.804;20.017109;0.206;1.147928;       ;     ;      ;    ;1.54233060151497E+017;                   ;         ;         ;21.102758;0.03629;68.209;306.01514398321;38.53017480347
4.2672;305.930333272753;38.5574414913971;305.93030244517;0.3008;38.55742286029;0.3471;2.06113123887037E+018;1.2087;0.4094;6.856;-5.424;0.41;-4.192;0.474;1.009;177.66;0.7392;20.063372;0.005291;51.346;5.4139;21.062265;0.114513;215.37;6.249;18.91495;0.031729;2.147316;       ;     ;      ;    ;1.5426305930332E+017;                   ;         ;         ;20.051979;0.005251;179.54;305.93033327529;38.55744149243
4.2675;306.033876665524;38.4860628564584;306.03385704264;0.0434;38.48603745646;0.0518;2.06111807909394E+018;0.596;0.0586;6.678;-3.456;0.057;-5.715;0.066;0.957;2757.2;3.3796;17.08621;0.00306;705.34;11.533;18.21754;0.01797;3045.9;11.396;16.038612;0.005548;2.178928;       ;     ;      ;    ;1.54183060338614E+017;                   ;         ;643418952;17.08621;0.00306;2757.2;306.03387666354;38.48606285468
4.2679;305.875902660902;38.5349970597368;305.87588725192;0.2589;38.53497752196;0.2982;2.06113371277514E+018;0.1117;0.3455;5.166;-2.712;0.347;-4.396;0.396;1.115;227.01;0.85189;19.797272;0.004919;28.139;5.7084;21.715288;0.220278;427.9;6.4012;18.16953;0.016676;3.545757;       ;     ;      ;    ;1.54243058758803E+017;                   ;         ;         ;19.771681;0.00484;232.42;305.87590266302;38.53499706035
4.2686;306.005755745782;38.4355680285084;306.00574470996;0.719;38.43554605962;1.2279;2.06111783857238E+018;2.6373;1.3253;5.312;-1.945;1.023;-4.943;1.354;1.039;86.897;1.254;20.83986;0.015909;35.006;10.026;21.478197;0.310984;127.91;10.383;19.480675;0.088214;1.997522;       ;     ;      ;    ;1.54123060057873E+017;                   ;         ;         ;20.83109;0.015785;87.601;306.00575574506;38.43556802697
4.2697;305.931712299275;38.4164093109326;305.9316994512;0.4054;38.4163910976;0.4384;2.06112917299095E+018;2.0861;0.5236;4.683;-2.265;0.567;-4.098;0.639;1.081;140.33;0.8485;20.319508;0.00712;32.734;9.1942;21.551052;0.304973;188.56;5.9293;19.059269;0.03435;2.491783;       ;     ;      ;    ;1.5410305931727E+017;                   ;         ;         ;20.301997;0.007023;142.61;305.93171230196;38.41640931111
4.27;305.88528101122;38.5420090562675;305.88526295277;0.2162;38.54198988738;0.252;2.06113367411608E+018;-0.2071;0.2888;5.357;-3.178;0.289;-4.313;0.322;1.03;247.86;0.70651;19.70186;0.004144;40.401;6.0524;21.322561;0.162676;384.7;5.2805;18.285091;0.015375;3.03747;       ;     ;      ;    ;1.54253058852621E+017;                   ;         ;         ;19.676269;0.00409;253.77;305.88528101095;38.54200905511
4.2724;306.029397299508;38.5093892386812;306.02938162338;0.911;38.50935809646;1.1405;2.06115336654184E+018;-0.3557;1.5195;7.531;-2.76;1.363;-7.007;1.451;0.923;88.882;1.0512;20.815336;0.013133;42.375;10.937;21.270765;0.28023;131.13;12.389;19.453661;0.102648;1.817104;       ;     ;      ;    ;1.54213060294262E+017;                   ;         ;         ;20.809584;0.013067;89.354;306.02939729999;38.5093892375
4.2735;305.853336026046;38.4989105422919;305.85326687939;0.9896;38.49885232009;1.4059;2.06113350661315E+018;2.9081;1.6927;17.885;-12.176;1.483;-13.1;1.969;1.19;91.362;1.3141;20.785458;0.015858;53.367;7.2551;21.020357;0.147629;123.5;5.1233;19.51872;0.045198;1.501637;       ;     ;      ;    ;1.54193058532599E+017;                   ;         ;         ;20.784334;0.015842;91.456;305.85333602673;38.49891054121
4.2741;305.969558020542;38.5551503369299;305.96955361593;0.0668;38.55513901693;0.0758;2.06113099405486E+018;0.4559;0.0861;2.663;-0.775;0.083;-2.547;0.095;1.018;1419.5;1.3735;17.80705;0.002949;385.53;5.715;18.873402;0.016335;1457.3;9.4688;16.838984;0.008003;2.034418;       ;     ;      ;    ;1.54263059695407E+017;                   ;         ;643418697;17.80705;0.002949;1419.5;305.96955802143;38.55515033859
4.2769;305.85527640208;38.506064118941;305.8552397807;0.0176;38.50606629228;0.0212;2.06113350231568E+018;0.9059;0.0233;6.467;-6.448;0.023;0.489;0.026;0.974;12616;4.056;15.435039;0.002777;4421.5;8.7833;16.224623;0.003527;11898;12.409;14.559199;0.003945;1.665423;       ;     ;      ;    ;1.54203058552488E+017;                   ;         ;643418145;15.435039;0.002777;12616;305.85527640413;38.50606411937
4.2773;305.977411012517;38.5530534163107;305.9773918999;0.008;38.55301423409;0.0091;2.0611309983558E+018;0.7724;0.0106;9.436;-3.363;0.01;-8.816;0.012;1.002;98709;15.125;13.201477;0.00276;43434;31.555;13.743976;0.0029;79945;26.957;12.490915;0.003797;1.25306;       ;     ;      ;    ;                  ;                   ;         ;643418729;13.201477;0.00276;98709;305.97741101173;38.55305341724
4.2787;305.879015424964;38.4362937656369;305.87899388078;0.0918;38.43626991675;0.1061;2.06112869195217E+018;0.4698;0.1254;6.574;-3.797;0.127;-5.366;0.152;1.042;778.51;2.0769;18.459211;0.003998;227.1;5.852;19.447985;0.028116;796.41;8.2624;17.495054;0.011881;1.952931;       ;     ;      ;    ;1.54123058789984E+017;                   ;         ;643418277;18.459211;0.003998;778.51;305.87901542737;38.43629376727
4.2794;305.861070520619;38.4558417037598;305.86106320485;0.3553;38.45582682376;0.4517;2.06112896683189E+018;0.8944;0.5228;3.588;-1.289;0.522;-3.348;0.633;1.077;167.7;0.82404;20.12601;0.006004;37.514;5.1242;21.403072;0.148332;217.26;6.2458;18.905426;0.03144;2.497646;       ;     ;      ;    ;1.54143058610708E+017;                   ;         ;         ;20.108396;0.005928;170.45;305.86107052079;38.45584170444
4.2853;305.94203547438;38.55841815253;305.94203547438;2.4995;38.55841815253;3.2583;2.06113123887083E+018;          ;       ;         ;         ;      ;         ;      ;        ;75.111;1.6152;20.99811;0.02351;37.794;13.79;21.394993;0.396169;141.99;17.289;19.367285;0.132256;2.027708;       ;     ;      ;    ;1.54273059420471E+017;                   ;         ;         ;20.99811;0.02351;75.111;305.94203547438;38.55841815253
4.2858;305.868972022749;38.4453037589037;305.86895137248;0.1218;38.44527816335;0.1468;2.06112876067166E+018;0.2635;0.1711;6.812;-3.639;0.168;-5.759;0.202;1.06;575.23;1.0249;18.787758;0.003367;128.38;6.1683;20.067284;0.05224;653.8;7.8298;17.709284;0.013541;2.358;       ;     ;      ;    ;1.54133058689585E+017;                   ;         ;643418214;18.787758;0.003367;575.23;305.86897202474;38.44530375738
4.2865;306.027945209168;38.5131729774844;306.02794338587;0.4415;38.51316777304;0.5318;2.06115336653862E+018;0.7684;0.6184;1.215;-0.321;0.561;-1.171;0.704;1.068;134.02;0.83969;20.369417;0.007339;24.446;6.18;21.868013;0.27449;168.74;7.4438;19.179865;0.048046;2.688149;       ;     ;      ;    ;1.54213060279096E+017;                   ;         ;         ;20.348562;0.007219;136.62;306.02794521191;38.513172979
4.2879;305.88274056464;38.5406988603581;305.88271417069;1.5681;38.54068578925;1.0915;2.06113374283636E+018;-0.0463;1.3839;5.498;-4.645;2.584;-2.941;1.84;1.473;93.594;0.99996;20.759241;0.011923;44.843;11.112;21.2093;0.269055;162.05;5.329;19.223763;0.035904;1.985537;       ;     ;      ;    ;1.54243058827629E+017;                   ;         ;         ;20.750677;0.011834;94.336;305.88274056687;38.54069886066
4.288;305.854784015446;38.4686312235977;305.85477947421;0.6106;38.46862144582;0.7735;2.06112903984717E+018;0.1347;0.9124;2.341;-0.8;0.906;-2.2;1.048;1.08;105.65;0.85606;20.627724;0.009219;30.438;8.678;21.629993;0.309558;116.72;6.2908;19.580084;0.058642;2.04991;       ;     ;      ;    ;1.54163058547243E+017;                   ;         ;         ;20.618045;0.009145;106.59;305.85478401422;38.46863122337
4.2889;305.894377767716;38.4265531774086;305.89434876046;0.2091;38.42651615519;0.233;2.06112794033054E+018;1.0653;0.284;9.774;-5.113;0.287;-8.33;0.322;1.04;261.37;0.85805;19.64422;0.004505;72.219;5.4357;20.691916;0.081768;305.82;5.8103;18.534214;0.020971;2.157702;       ;     ;      ;    ;1.54113058943562E+017;                   ;         ;         ;19.632643;0.004475;264.17;305.89437776603;38.42655317946
4.2904;305.982191467286;38.5516313214752;305.9821730768;0.1783;38.55160557481;0.186;2.06115439303668E+018;0.6026;0.2225;6.635;-3.236;0.226;-5.793;0.22;0.981;340.32;1.4909;19.357635;0.005497;68.492;5.0862;20.749449;0.080675;498.15;12.912;18.004496;0.028395;2.744953;       ;     ;      ;    ;1.54263059822203E+017;                   ;         ;         ;19.335855;0.005415;347.22;305.98219146518;38.55163132189
4.2906;305.97418910121;38.554297581974;305.97419966647;0.0713;38.55421565753;0.0815;2.06113099405486E+018;1.0783;0.0931;18.527;1.859;0.091;-18.433;0.106;1.106;1397.6;3.263;17.823923;0.003744;377.98;7.7222;18.894863;0.022356;1520.9;9.8812;16.79262;0.008002;2.102243;       ;     ;      ;    ;1.54263059741966E+017;                   ;         ;643418719;17.823923;0.003744;1397.6;305.97418910311;38.55429758234
4.2968;305.899229925112;38.549903759875;305.89921886608;0.2404;38.54988940432;0.2616;2.0611340520726E+018;0.9203;0.3083;3.771;-1.946;0.311;-3.23;0.336;1.055;239.59;0.78566;19.73868;0.004502;42.782;5.4978;21.26038;0.139552;313.15;6.3641;18.508505;0.022386;2.751875;       ;     ;      ;    ;1.5426305899203E+017;                   ;         ;         ;19.716789;0.004446;244.47;305.89922992479;38.54990375964
4.2973;306.03264385296;38.50138742192;306.03264385296;2.2142;38.50138742192;2.0476;2.06115329782236E+018;          ;       ;         ;         ;      ;         ;      ;        ;68.094;1.7485;21.10459;0.028016;27.663;17.927;21.733809;0.703614;99.648;12.478;19.751726;0.13601;1.982082;       ;     ;      ;    ;1.54203060326852E+017;                   ;         ;         ;21.10459;0.028016;68.094;306.03264385296;38.50138742192
4.3002;306.000185711161;38.4310413019555;306.00018790684;0.1424;38.4310423464;0.1692;2.06111752503831E+018;0.5051;0.1958;0.453;0.387;0.191;0.235;0.209;1.056;408.89;0.86322;19.158337;0.003584;75.146;5.9652;20.64878;0.086233;494.08;6.7138;18.01341;0.01523;2.63537;       ;     ;      ;    ;1.54113060001608E+017;                   ;         ;643418832;19.13836;0.003557;416.49;306.00018571073;38.43104130296
4.3037;305.94715058426;38.41534541391;305.94715058426;0.9776;38.41534541391;1.7709;2.0611291085666E+018;          ;       ;         ;         ;      ;         ;      ;        ;88.878;1.1958;20.81538;0.014865;36.018;7.0217;21.447254;0.211684;119.78;14.688;19.551916;0.133189;1.895338;       ;     ;      ;    ;1.54093059471149E+017;                   ;         ;         ;20.81538;0.014865;88.878;305.94715058426;38.41534541391
4.3053;305.97271331458;38.4191220319;305.97271331458;3.9232;38.4191220319;3.3403;2.06111749497667E+018;          ;       ;         ;         ;      ;         ;      ;        ;68.584;1.8006;21.096815;0.028637;48.567;24.059;21.122683;0.537852;70.178;20.796;20.132387;0.32176;0.990295;       ;     ;      ;    ;1.54103059724754E+017;                   ;         ;         ;21.096815;0.028637;68.584;305.97271331458;38.4191220319
4.3068;306.022270812671;38.5231439819219;306.02227916919;0.7624;38.5231015597;0.712;2.06115336224449E+018;0.4102;1.0068;9.658;1.471;0.928;-9.545;0.936;1.056;109.22;0.91574;20.591652;0.009511;42.376;7.234;21.270737;0.185367;142.64;8.2319;19.362265;0.062771;1.908472;       ;     ;      ;    ;1.54223060222628E+017;                   ;         ;         ;20.584396;0.009453;109.95;306.02227081167;38.52314398269
4.3083;305.990193235767;38.5486253209612;305.99017112378;0.3624;38.54859434763;0.4039;2.06115439303831E+018;0.6445;0.5072;7.982;-3.891;0.511;-6.969;0.542;1.053;171.49;0.83816;20.101746;0.005979;28.737;4.2427;21.692451;0.160323;231.5;6.3574;18.836504;0.030054;2.855948;       ;     ;      ;    ;1.54253059901749E+017;                   ;         ;         ;20.078232;0.005878;175.25;305.99019323797;38.54862532211
4.3097;305.871547199033;38.4419579135866;305.87154482144;0.0395;38.44195472692;0.0483;2.06112876067166E+018;0.5946;0.0549;0.831;-0.419;0.054;-0.717;0.061;1.028;2888.9;1.811;17.035545;0.002838;922.86;8.72;17.925701;0.010632;2840;8.67;16.114597;0.005027;1.811104;       ;     ;      ;    ;1.54133058715491E+017;                   ;         ;643418232;17.035545;0.002838;2888.9;305.87154719984;38.44195791493
4.3111;305.929011178394;38.4160177267078;305.92898860788;0.3889;38.41599056671;0.4298;2.0611291729896E+018;0.5957;0.5319;7.292;-3.979;0.553;-6.111;0.643;0.997;143.71;0.85141;20.29368;0.006998;41.302;5.8816;21.298607;0.154637;165.53;4.6971;19.200695;0.03104;2.097912;       ;     ;      ;    ;1.5409305928982E+017;                   ;         ;         ;20.28316;0.006941;145.1;305.9290111786;38.41601772617
4.3159;306.032362980335;38.5038292756475;306.03235477372;0.1255;38.50383005787;0.1348;2.06115329782643E+018;0.6214;0.1634;1.456;-1.445;0.164;0.176;0.174;1.174;734.52;1.3147;18.522358;0.003372;209.21;10.513;19.537098;0.054629;805.63;9.8704;17.482563;0.013829;2.054535;       ;     ;      ;    ;1.54203060323795E+017;                   ;         ;643418946;18.522358;0.003372;734.52;306.03236298164;38.50382927531
4.3159;305.913562692655;38.5551667452922;305.91356394868;1.514;38.55514572307;1.0218;2.06113409072913E+018;0.2351;1.3785;4.735;0.221;1.644;-4.73;1.244;1.089;81.736;0.91471;20.906342;0.012459;18.004;11.463;22.200102;0.691289;91.288;4.5311;19.846855;0.054022;2.353247;       ;     ;      ;    ;1.54263059135557E+017;                   ;         ;         ;20.891278;0.012296;82.877;305.91356269442;38.55516674334
4.3185;305.904342563275;38.5523170496908;305.90432436584;0.0183;38.55230474747;0.0197;2.06113405637238E+018;0.8096;0.023;4.233;-3.202;0.023;-2.768;0.025;0.946;13614;4.0565;15.352376;0.002774;4746.9;10.034;16.147528;0.003613;12860;17.284;14.47482;0.004051;1.672708;       ;     ;      ;    ;1.54263059043183E+017;                   ;         ;643418407;15.352376;0.002774;13614;305.90434256509;38.55231704872
4.3188;305.954811861301;38.4156398541622;305.95478365256;0.0641;38.41561381861;0.0768;2.06112913862872E+018;0.6684;0.0874;7.684;-4.973;0.087;-5.858;0.101;0.953;1287.8;1.3811;17.912733;0.002991;371.93;7.7176;18.912394;0.022701;1368.3;6.3575;16.907448;0.006303;2.004946;       ;     ;      ;    ;1.54093059547899E+017;                   ;         ;643418628;17.912733;0.002991;1287.8;305.95481186393;38.41563985325
4.3189;305.982450911636;38.5519615876758;305.98248224835;0.2943;38.55201658768;0.3057;2.06115439733085E+018;1.2328;0.3635;13.548;5.514;0.383;12.375;0.374;0.988;196.63;0.84227;19.953266;0.005406;           ;           ;         ;         ;           ;           ;         ;         ;         ;       ;     ;      ;    ;1.54263059824033E+017;                   ;         ;         ;19.953266;0.005406;196.63;305.9824509116;38.55196158844
4.3192;305.97283434686;38.55509643117;305.97283434686;1.622;38.55509643117;3.4544;2.06113099405731E+018;          ;       ;         ;         ;      ;         ;      ;        ;77.655;1.1953;20.961939;0.016938;36.93;10.462;21.420086;0.307585;119.23;6.7797;19.556965;0.061855;1.863121;       ;     ;      ;    ;1.54263059728397E+017;                   ;         ;         ;20.961939;0.016938;77.655;305.97283434686;38.55509643117
4.3204;305.978203337878;38.5535546184529;305.97821301076;0.1538;38.55352828512;0.1545;2.06115446605755E+018;0.9529;0.194;6.165;1.702;0.206;-5.925;0.206;0.982;522.52;3.0654;18.892113;0.00694;468.98;63.467;18.660662;0.146959;1178.6;52.936;17.069498;0.048913;1.591164;       ;     ;      ;    ;                  ;                   ;         ;         ;18.889783;0.006927;523.64;305.97820333706;38.55355462057
4.3229;306.02549147634;38.4550485011213;306.02546423973;0.0681;38.45502133668;0.0826;2.06111797171384E+018;0.3004;0.092;7.771;-4.799;0.094;-6.112;0.114;1.018;1628.3;1.9643;17.658043;0.003051;139.55;7.3037;19.97669;0.056892;2572.6;9.8333;16.221949;0.005613;3.754742;       ;     ;      ;    ;1.54143060254657E+017;                   ;         ;643418908;17.632452;0.003038;1667.1;306.02549147541;38.45504850234
4.3242;305.851037478203;38.4902470623051;305.85101804724;0.5772;38.49021991564;0.897;2.06113202914799E+018;-1.0977;0.864;7.002;-3.422;0.822;-6.108;1.275;1.087;100.11;0.83278;20.686216;0.009443;24.661;4.2344;21.85851;0.186448;133.77;7.9852;19.431974;0.06492;2.426535;       ;     ;      ;    ;1.54183058509769E+017;                   ;         ;         ;20.669852;0.009314;101.63;305.85103747833;38.49024706434
4.3242;306.026997646212;38.5166102717583;306.02697741857;0.429;38.51658175176;0.4722;2.06115336224448E+018;-0.5233;0.5761;7.339;-3.561;0.539;-6.417;0.535;1.298;185.46;1.1512;20.016716;0.007281;38.703;5.7346;21.369167;0.160896;340.61;6.8306;18.417261;0.022099;2.951906;       ;     ;      ;    ;1.54223060270201E+017;                   ;         ;         ;19.991794;0.00714;189.77;306.0269976467;38.5166102736
4.3282;305.858994156096;38.4574291224182;305.85897378614;0.4242;38.45740160242;0.4812;2.06112896683121E+018;1.4284;0.5963;7.157;-3.589;0.607;-6.192;0.644;1.093;149.01;0.8362;20.254354;0.006687;26.429;5.9818;21.78335;0.245757;212.78;5.9317;18.928087;0.030503;2.855263;       ;     ;      ;    ;1.54143058589849E+017;                   ;         ;         ;20.23085;0.006568;152.27;305.85899415368;38.4574291231
4.3284;306.030955635654;38.5086645922099;306.03093207626;0.1407;38.50863524999;0.1497;2.06115329352499E+018;-0.1144;0.1825;7.797;-4.148;0.189;-6.602;0.196;1.122;636.33;1.558;18.67817;0.003829;49.005;6.3855;21.11294;0.141502;1100.8;10.971;17.143642;0.011462;3.969297;       ;     ;      ;    ;1.54213060309461E+017;                   ;         ;643418941;18.652579;0.003786;651.5;306.03095563831;38.50866459215
4.3292;305.886601281935;38.5440932178001;305.88658588237;0.341;38.54407594669;0.3852;2.06113367841182E+018;0.7283;0.4634;4.738;-2.71;0.499;-3.886;0.507;1.08;170.65;0.7704;20.107082;0.005623;32.469;4.5215;21.559856;0.151219;226.09;5.7538;18.862179;0.027888;2.697678;       ;     ;      ;    ;1.54253058866004E+017;                   ;         ;         ;20.08607;0.005541;173.99;305.88660128298;38.5440932187
