_r;_RAJ2000;_DEJ2000;RA_ICRS;e_RA_ICRS;DE_ICRS;e_DE_ICRS;Source;Plx;e_Plx;PM;pmRA;e_pmRA;pmDE;e_pmDE;RUWE;FG;e_FG;Gmag;e_Gmag;FBP;e_FBP;BPmag;e_BPmag;FRP;e_FRP;RPmag;e_RPmag;BP-RP;RVDR2;e_RVDR2;Tefftemp;loggtemp;PS1;SDSSDR13;SkyMapper2;URAT1;GmagCorr;e_GmagCorr;FGCorr;RAJ2000;DEJ2000
0.0352;305.942271364088;38.4869766758509;305.94225359198;0.3563;38.48695065363;0.3908;2.06113037557946E+018;1.2775;0.4669;6.639;-3.13;0.498;-5.855;0.559;1.018;149.83;0.77158;20.248373;0.006233;47.873;9.0334;21.138313;0.204892;194.62;9.2919;19.024916;0.051974;2.113398;       ;     ;      ;    ;1.54183059420785E+017;                   ;         ;         ;20.23758;0.006184;151.33;305.94227136131;38.48697667781
0.1764;305.9392746743;38.48737850525;305.9392746743;2.2253;38.48737850525;2.2828;2.0611303755818E+018;          ;       ;         ;         ;      ;         ;      ;        ;75.312;1.3846;20.99521;0.020151;20.689;2.5366;22.049177;0.133143;96.347;8.9025;19.788294;0.100393;2.260883;       ;     ;      ;    ;1.54183059392546E+017;                   ;         ;         ;20.99521;0.020151;75.312;305.9392746743;38.48737850525
0.2936;305.948676045787;38.4890805442639;305.94866470651;0.055;38.48907093982;0.0603;2.06112961966522E+018;0.5316;0.0721;2.943;-1.997;0.077;-2.161;0.081;0.961;1972.1;1.7087;17.450064;0.002911;560.75;10.618;18.466616;0.020747;2033.2;12.988;16.477451;0.007899;1.989164;       ;     ;      ;    ;1.54183059486698E+017;                   ;         ;643418600;17.450064;0.002911;1972.1;305.94867604418;38.48908054627
0.3411;305.93695477828;38.49015196626;305.93695477828;1.5843;38.49015196626;3.4125;2.06113037987691E+018;          ;       ;         ;         ;      ;         ;      ;        ;71.68;1.4798;21.04887;0.022583;51.341;46.813;21.062378;0.989978;78.672;13.118;20.008347;0.181083;1.054031;       ;     ;      ;    ;1.54183059369969E+017;                   ;         ;         ;21.04887;0.022583;71.68;305.93695477828;38.49015196626
0.4437;305.937493498335;38.4810303817412;305.93747092451;0.2818;38.48100472841;0.3349;2.06113037558052E+018;1.0906;0.3791;7.009;-3.976;0.419;-5.772;0.503;1.022;210.14;0.78794;19.881117;0.004916;46.953;6.2723;21.159374;0.145065;255.99;12.483;18.727325;0.053078;2.432049;       ;     ;      ;    ;1.54173059374728E+017;                   ;         ;643418555;19.864655;0.004865;213.35;305.93749349716;38.4810303827
0.4728;305.937013466931;38.4806990793905;305.93699343105;0.3838;38.48067653717;0.4563;2.06113037987372E+018;0.1984;0.5276;6.179;-3.529;0.55;-5.072;0.815;1.052;158.38;0.91074;20.188097;0.006824;44.209;4.0517;21.224754;0.099545;286.03;103.23;18.606882;0.391875;2.617872;       ;     ;      ;    ;1.54173059370138E+017;                   ;         ;         ;20.168415;0.006722;161.28;305.93701346498;38.48069907924
0.4772;305.951025008183;38.4919225631521;305.95100826832;0.0531;38.49189634982;0.0636;2.0611300019232E+018;0.11;0.0732;6.593;-2.948;0.072;-5.898;0.08;0.994;2575.2;2.7653;17.160337;0.002992;132.32;13.76;20.034458;0.112939;4192.5;11.932;15.691723;0.004882;4.342735;       ;     ;      ;    ;1.54193059510161E+017;                   ;         ;643418615;17.160337;0.002992;2575.2;305.95102500572;38.49192256302
0.4795;305.933314370441;38.4895749226634;305.93333664032;0.2721;38.48957896711;0.2896;2.06113037557946E+018;1.0551;0.3509;4.026;3.922;0.382;0.91;0.377;1;197.94;0.79301;19.946054;0.005149;39.473;4.8;21.347794;0.132058;262.92;7.9539;18.698357;0.033063;2.649437;       ;     ;      ;    ;1.54183059332958E+017;                   ;         ;         ;19.925841;0.005082;201.66;305.93331437227;38.48957492432
0.4827;305.93511144176;38.48184405053;305.93511144176;1.453;38.48184405053;1.5848;2.06113037987692E+018;          ;       ;         ;         ;      ;         ;      ;        ;75.429;1.2458;20.993517;0.018143;6.101;2.2303;23.37504;0.396911;69.542;8.966;20.142282;0.140034;3.232758;       ;     ;      ;    ;1.54173059350999E+017;                   ;         ;         ;20.993517;0.018143;75.429;305.93511144176;38.48184405053
0.5063;305.950869998898;38.4928099914929;305.95085109534;0.1327;38.49278386705;0.1412;2.06112999762395E+018;0.56;0.1769;6.755;-3.329;0.186;-5.878;0.188;1.061;564.86;1.4051;18.80752;0.003858;80.194;14.323;20.578194;0.193933;738.51;12.719;17.577;0.019078;3.001194;       ;     ;      ;    ;1.54193059508442E+017;                   ;         ;         ;18.80752;0.003858;564.86;305.95086999811;38.49280998929
0.5653;305.953647293695;38.4826027906629;305.95362833036;0.0375;38.48257654622;0.0415;2.06112962396608E+018;0.6035;0.05;6.784;-3.34;0.05;-5.905;0.053;1.016;3351;3.9581;16.874435;0.003039;852.47;10.364;18.01184;0.013491;3702.6;18.163;15.826641;0.006531;2.1852;       ;     ;      ;    ;1.5417305953647E+017;                   ;         ;643418623;16.874435;0.003039;3351;305.95364729248;38.48260279273
0.5826;305.94776674636;38.47803504149;305.94776674636;2.8775;38.47803504149;4.3421;2.06112962396266E+018;          ;       ;         ;         ;      ;         ;      ;        ;72.721;1.624;21.033218;0.024402;46.129;11.043;21.178608;0.259934;91.65;22.622;19.842571;0.268019;1.336037;       ;     ;      ;    ;1.54173059477314E+017;                   ;         ;         ;21.033218;0.024402;72.721;305.94776674636;38.47803504149
0.5916;305.935882833894;38.4951508339189;305.93585994332;0.2554;38.49512400281;0.2871;2.06113037558118E+018;0.3311;0.342;7.259;-4.031;0.362;-6.037;0.392;1.045;212.45;0.78785;19.869223;0.004879;53.788;8.7741;21.01183;0.177131;279.49;6.3053;18.631964;0.024784;2.379866;       ;     ;      ;    ;1.54193059358675E+017;                   ;         ;         ;19.853686;0.004832;215.51;305.93588283435;38.49515083524
0.5983;305.933621350535;38.4938028590145;305.93366977702;0.3534;38.49378921458;0.3949;2.06113037558053E+018;1.0212;0.4678;9.064;8.528;0.497;-3.07;0.562;1.044;157.6;0.76569;20.19346;0.005951;44.038;4.8022;21.22897;0.118429;183.61;5.801;19.088139;0.03451;2.140831;       ;     ;      ;    ;1.54193059335813E+017;                   ;         ;         ;20.182182;0.005903;159.25;305.93362135232;38.49380286033
0.622;305.95089469509;38.49532415238;305.95089469509;1.4491;38.49532415238;1.2791;2.0611307578345E+018;          ;       ;         ;         ;      ;         ;      ;        ;80.576;1.2284;20.92185;0.01678;           ;           ;         ;         ;           ;           ;         ;         ;         ;       ;     ;      ;    ;1.54193059508905E+017;                   ;         ;         ;20.92185;0.01678;80.576;305.95089469509;38.49532415238
0.6302;305.95050500897;38.4957244795074;305.95049559372;0.0962;38.49571162173;0.1025;2.06113075782908E+018;0.3804;0.1322;3.335;-1.658;0.134;-2.893;0.137;0.956;843.55;1.162;18.372087;0.003135;86.954;7.2069;20.490314;0.090031;1172.6;11.386;17.075043;0.011199;3.415272;       ;     ;      ;    ;1.54193059505126E+017;                   ;         ;643418610;18.372087;0.003135;843.55;305.95050501075;38.49572447922
0.6512;305.929159709206;38.4873442022606;305.92914021089;0.0328;38.48731866004;0.0365;2.06113037988033E+018;0.5114;0.0437;6.695;-3.434;0.044;-5.747;0.045;0.946;4224.6;5.6497;16.622908;0.003114;1022.7;12.221;17.814198;0.013272;4736.2;20.381;15.559327;0.006009;2.25487;       ;     ;      ;    ;1.54183059291505E+017;                   ;         ;643418520;16.622908;0.003114;4224.6;305.92915970777;38.48734420158
0.6539;305.937195478192;38.4771112348412;305.9371796558;0.6035;38.47710021262;0.7395;2.06112958530781E+018;1.3556;0.8258;3.73;-2.787;0.848;-2.48;1.064;1.061;105.02;1.0939;20.634142;0.011639;62.472;13.822;20.849323;0.240232;190.62;15.624;19.047476;0.089073;1.801848;       ;     ;      ;    ;1.54173059371993E+017;                   ;         ;         ;20.628636;0.011584;105.56;305.93719547637;38.47711123323
0.662;305.939335697742;38.4763765886518;305.93931648625;0.0059;38.47634941532;0.007;2.06112962396608E+018;0.5977;0.0082;6.988;-3.384;0.008;-6.114;0.009;0.793;306520;58.245;11.971228;0.002763;153980;117.45;12.369893;0.00291;220150;72.887;11.391084;0.003796;0.978809;       ;     ;      ;    ;                  ;                   ;         ;643418562;11.971228;0.002763;306520;305.93933569827;38.4763765886
0.6623;305.938684810783;38.4975235274955;305.93873063319;0.169;38.49752048306;0.1799;2.0611303755818E+018;1.4442;0.2306;8.098;8.069;0.243;-0.685;0.222;1.027;383.2;0.95935;19.228807;0.00387;71.132;5.6887;20.708387;0.086877;537.92;9.0514;17.921091;0.018656;2.787296;       ;     ;      ;    ;1.54193059387738E+017;                   ;         ;         ;19.206353;0.003832;391.21;305.93868480967;38.49752352566
0.6747;305.944811575133;38.4758525168044;305.94480827673;0.1771;38.47584459236;0.221;2.06112961966627E+018;0.0302;0.2437;1.875;-0.581;0.245;-1.783;0.324;0.986;302.69;0.95816;19.484861;0.004405;62.876;8.4487;20.842327;0.145918;490.53;8.0063;18.021236;0.01812;2.821091;       ;     ;      ;    ;1.54173059447902E+017;                   ;         ;643418581;19.46188;0.004349;309.17;305.94481157739;38.47585251657
0.6755;305.95214525969;38.49568895175;305.95214525969;1.9775;38.49568895175;3.5561;2.06113000192026E+018;          ;       ;         ;         ;      ;         ;      ;        ;73.955;1.6232;21.014944;0.023989;           ;           ;         ;         ;           ;           ;         ;         ;         ;       ;     ;      ;    ;1.54193059520835E+017;                   ;         ;         ;21.014944;0.023989;73.955;305.95214525969;38.49568895175
0.6816;305.95650277628;38.48283491334;305.95650277628;2.7371;38.48283491334;7.4436;2.06112999762468E+018;          ;       ;         ;         ;      ;         ;      ;        ;69.94;1.302;21.075558;0.020399;15.741;3.313;22.34595;0.228532;125.43;12.871;19.501928;0.111484;2.844021;       ;     ;      ;    ;1.5418305956517E+017;                   ;         ;         ;21.075558;0.020399;69.94;305.95650277628;38.48283491334
0.6858;305.948729752034;38.4975419271802;305.94870787721;0.2878;38.49751990496;0.2878;2.06113075353892E+018;0.4491;0.3743;6.276;-3.852;0.38;-4.955;0.381;1.009;199.79;0.88476;19.935905;0.005542;61.471;10.01;20.866858;0.176827;248.72;8.0084;18.75864;0.035163;2.108217;       ;     ;      ;    ;1.54193059487128E+017;                   ;         ;643418599;19.925203;0.005501;201.77;305.9487297497;38.49754192729
0.7007;305.950137380014;38.4767682824314;305.95012318705;0.1816;38.47673962021;0.2007;2.06112961966519E+018;0.5345;0.2392;6.917;-2.5;0.253;-6.449;0.266;1.026;325.26;0.98034;19.406784;0.004278;58.763;5.4641;20.915781;0.100995;467.93;6.021;18.072445;0.014473;2.843336;       ;     ;      ;    ;1.54173059501293E+017;                   ;         ;643418606;19.383461;0.004225;332.32;305.95013738084;38.47676828458
0.7064;305.957946354546;38.4856417177809;305.95793866669;0.0474;38.48563404667;0.0531;2.0611300019232E+018;0.534;0.0624;2.194;-1.354;0.065;-1.726;0.073;1.015;2476.2;1.6339;17.20289;0.002847;706.92;6.9008;18.21512;0.01096;2584.8;13.274;16.216818;0.006736;1.998303;       ;     ;      ;    ;1.54183059579443E+017;                   ;         ;643418643;17.20289;0.002847;2476.2;305.95794635539;38.48564171678
0.7074;305.952701369091;38.4960493079546;305.95267931868;0.181;38.49603368129;0.1792;2.06112999762406E+018;0.5867;0.241;5.238;-3.883;0.244;-3.516;0.225;1.001;363.74;1.0728;19.285385;0.004224;69.799;7.2816;20.728918;0.113301;425.35;10.912;18.17603;0.028108;2.552889;       ;     ;      ;    ;1.54193059526416E+017;                   ;         ;643418620;19.266813;0.004183;370.02;305.95270136679;38.49604931005
0.7112;305.94396480959;38.47517088352;305.94396480959;3.0361;38.47517088352;5.1717;2.06112962396632E+018;          ;       ;         ;         ;      ;         ;      ;        ;65.639;1.7925;21.144468;0.029777;           ;           ;         ;         ;101.52;2.3061;19.731514;0.024951;         ;       ;     ;      ;    ;1.54173059439501E+017;                   ;         ;         ;21.144468;0.029777;65.639;305.94396480959;38.47517088352
0.7134;305.938317115107;38.4983232922884;305.93830590499;0.7015;38.4983075234;0.9669;2.06113037987691E+018;-1.3038;1.0904;4.06;-1.974;1.006;-3.548;1.294;1.029;99.045;1.0333;20.697786;0.011657;40.316;8.9006;21.324848;0.239716;193.33;10.99;19.032146;0.061836;2.292702;       ;     ;      ;    ;                  ;                   ;         ;         ;20.683802;0.011516;100.33;305.9383171125;38.49832329189
0.7577;305.9360048276;38.4756619215927;305.93596031347;0.2739;38.47563757049;0.3075;2.06112958530781E+018;0.48;0.366;9.565;-7.841;0.383;-5.479;0.38;1.09;211.25;0.90051;19.875387;0.005386;68.33;10.649;20.752012;0.169228;263.93;13.195;18.694185;0.054412;2.057827;       ;     ;      ;    ;1.54173059360291E+017;                   ;         ;         ;19.86557;0.005351;213.17;305.93600482552;38.47566192053
0.77;305.958239260171;38.48230156538;305.9582386186;0.0635;38.48226796538;0.0738;2.0611299976234E+018;0.8624;0.085;7.561;-0.113;0.086;-7.56;0.1;1.081;1648.1;1.4655;17.64489;0.00292;473.66;10.898;18.649874;0.025136;1721.6;10.131;16.658081;0.007423;1.991793;       ;     ;      ;    ;1.54173059582479E+017;                   ;         ;643418644;17.64489;0.00292;1648.1;305.95823926159;38.48230156556
0.7857;305.928396059888;38.4933798554174;305.9283715004;0.5794;38.49335413542;0.6861;2.06113037558179E+018;2.1303;0.8325;7.225;-4.325;0.905;-5.787;0.887;1.045;98.17;0.95177;20.707417;0.010881;16.498;5.0936;22.29495;0.33522;188.15;6.6398;19.06164;0.038502;3.233311;       ;     ;      ;    ;1.54193059283733E+017;                   ;         ;         ;20.681826;0.010644;100.51;305.9283960617;38.49337985659
0.8039;305.951121011649;38.4988286284217;305.95110148183;0.019;38.49880265509;0.0204;2.06113075783745E+018;0.5967;0.025;6.781;-3.439;0.025;-5.844;0.027;1.092;13890;3.9896;15.33062;0.002773;5437.6;13.757;16.000015;0.003915;12266;12.816;14.526092;0.003946;1.473924;       ;     ;      ;    ;1.54193059511009E+017;                   ;         ;643418616;15.33062;0.002773;13890;305.95112101247;38.49882862757
0.8175;305.957586058706;38.4944527327587;305.95757952834;0.2746;38.49444304387;0.2727;2.06112999762468E+018;0.1133;0.3748;2.464;-1.15;0.39;-2.18;0.348;1.213;288.4;1.1302;19.537363;0.005069;83.208;10.999;20.538134;0.143542;387.72;13.781;18.276611;0.038777;2.261522;       ;     ;      ;    ;1.54193059576714E+017;                   ;         ;         ;19.523936;0.005025;291.99;305.95758605828;38.49445273072
0.8247;305.956388130138;38.4781121242588;305.95637127426;0.1857;38.47809032426;0.2032;2.06112961966519E+018;0.4932;0.2467;5.734;-2.969;0.244;-4.905;0.258;1.04;353.09;0.90487;19.317665;0.003916;66.301;9.7508;20.784746;0.159703;518.33;8.2068;17.961376;0.017601;2.82337;       ;     ;      ;    ;1.54173059563734E+017;                   ;         ;643418636;19.294649;0.003875;360.65;305.95638812791;38.47811212623
0.8323;305.929772718157;38.4777973894159;305.92975889969;0.2088;38.47778016275;0.2266;2.06113034122206E+018;0.4242;0.2778;4.576;-2.434;0.289;-3.876;0.328;1.055;307.07;0.90412;19.469257;0.00422;49.329;7.5383;21.105793;0.165944;480.62;14.332;18.04339;0.032595;3.062403;       ;     ;      ;    ;1.54173059297124E+017;                   ;         ;         ;19.443666;0.004164;314.4;305.92977271679;38.47779738812
0.834;305.94150773847;38.5008760782006;305.94148811723;0.0089;38.50084993598;0.0096;2.06113075783746E+018;0.5488;0.0117;6.822;-3.455;0.012;-5.882;0.012;0.969;5721800;2776.9;8.793525;0.002805;2393000;2590.5;9.391186;0.003028;4859500;5590.4;8.031423;0.00398;1.359763;       ;     ;      ;    ;                  ;                   ;         ;643418570;8.793525;0.002805;5721800;305.94150773992;38.50087607713
0.8427;305.95757301988;38.4788067496;305.95757301988;5.9746;38.4788067496;12.4278;2.06112962396313E+018;          ;       ;         ;         ;      ;         ;      ;        ;68.177;1.7672;21.103275;0.028277;           ;           ;         ;         ;78.99;21.027;20.003967;0.289043;         ;       ;     ;      ;    ;1.54173059575505E+017;                   ;         ;         ;21.103275;0.028277;68.177;305.95757301988;38.4788067496
0.8456;305.959775087955;38.4818809863573;305.95976466958;0.4957;38.48186000858;0.51;2.0611300019148E+018;0.7363;0.6105;5.064;-1.835;0.82;-4.72;0.831;1.123;139.98;0.72852;20.32219;0.006287;51.52;7.8526;21.058609;0.165511;169.41;6.7466;19.17558;0.043405;1.88303;       ;     ;      ;    ;1.54173059597509E+017;                   ;         ;         ;20.315359;0.006255;140.87;305.95977508883;38.48188098421
0.8541;305.948540925674;38.5005882099528;305.94852120229;0.0106;38.50056248551;0.0121;2.06113075783745E+018;0.5501;0.0143;6.75;-3.473;0.014;-5.788;0.016;1.079;43192;9.3134;14.098846;0.002765;17396;20.885;14.737386;0.00308;37422;20.384;13.315092;0.003825;1.422294;       ;     ;      ;    ;1.54203059484901E+017;                   ;         ;643418597;14.098846;0.002765;43192;305.94854092677;38.50058821048
0.8592;305.950553136632;38.5000293439122;305.95055095021;0.1567;38.50004376169;0.1681;2.06113075782909E+018;0.6069;0.2066;3.266;-0.385;0.21;3.244;0.237;1.131;538.66;1.4537;18.859083;0.004022;147.19;9.2267;19.918808;0.068115;670.77;17.831;17.681454;0.029109;2.237354;       ;     ;      ;    ;1.54203059505461E+017;                   ;         ;         ;18.846087;0.003997;545.14;305.95055313574;38.50002934544
0.8649;305.959579008132;38.4807246055584;305.95956848773;0.1159;38.48070999667;0.1355;2.06112993319533E+018;-0.1187;0.1626;3.773;-1.853;0.162;-3.287;0.185;0.977;637.67;1.2065;18.675869;0.003437;69.302;9.2371;20.73667;0.144741;1024.9;7.3282;17.221209;0.008634;3.515461;       ;     ;      ;    ;1.54173059595718E+017;                   ;         ;643418649;18.650278;0.003408;652.88;305.95957900537;38.48072460341
0.88;305.92426702573;38.48667445981;305.92426702573;1.6302;38.48667445981;1.5531;2.06113034551897E+018;          ;       ;         ;         ;      ;         ;      ;        ;75.823;1.4751;20.987862;0.021301;27.544;5.9628;21.738478;0.235059;74.485;11.171;20.067728;0.162884;1.67075;       ;     ;      ;    ;1.54183059243095E+017;                   ;         ;         ;20.987862;0.021301;75.823;305.92426702573;38.48667445981
0.913;305.949024871517;38.4725529699652;305.94900644445;0.1294;38.4725280233;0.1384;2.06112961966518E+018;0.4913;0.1688;6.484;-3.246;0.185;-5.613;0.19;1.065;554.72;1.2946;18.82718;0.003743;117.38;6.5168;20.164574;0.060345;675.92;6.7893;17.673155;0.011542;2.491419;       ;     ;      ;    ;1.54163059490428E+017;                   ;         ;643418603;18.809675;0.003716;563.74;305.94902487265;38.47255296963
0.9161;305.951603665188;38.4733209255842;305.95157956101;0.4809;38.47328877892;0.5341;2.06112962395946E+018;-0.6905;0.7113;8.387;-4.246;0.729;-7.233;0.935;1.01;121.83;0.88457;20.472954;0.008351;39.019;6.3091;21.360355;0.175579;154.21;5.4665;19.277588;0.038671;2.082768;       ;     ;      ;    ;1.54163059515879E+017;                   ;         ;         ;20.4627;0.008281;122.99;305.95160366447;38.47332092429
0.9367;305.92848019738;38.4977581967529;305.92851396376;0.824;38.49773265898;0.7607;2.06113044859148E+018;0.3633;1.0159;8.269;5.946;1.09;-5.746;0.993;2.783;208.62;2.3845;19.88897;0.012712;60.752;9.8313;20.879631;0.175722;467.24;10.041;18.074038;0.023637;2.805594;       ;     ;      ;    ;1.54193059285018E+017;                   ;         ;         ;19.86623;0.012461;213.04;305.92848019605;38.49775819552
0.9477;305.9284459679;38.49794201657;305.9284459679;2.0774;38.49794201657;0.8812;2.06113044859149E+018;          ;       ;         ;         ;      ;         ;      ;        ;138.07;1.0883;20.337132;0.008991;           ;           ;         ;         ;439.59;19.704;18.14027;0.048813;         ;       ;     ;      ;    ;1.54193059285018E+017;                   ;         ;         ;20.337132;0.008991;138.07;305.9284459679;38.49794201657
0.95;305.928540971074;38.4759702829983;305.92852130552;0.0095;38.475944123;0.0105;2.06113034552059E+018;0.5413;0.0127;6.83;-3.464;0.013;-5.886;0.014;0.901;473510;155.14;11.499041;0.002778;227420;136.74;11.946472;0.002866;355130;169.53;10.871933;0.003815;1.074539;       ;     ;      ;    ;                  ;                   ;         ;643418516;11.499041;0.002778;473510;305.92854097333;38.47597028196
0.9523;305.926165696854;38.4781933838265;305.92614811994;0.6506;38.47817436605;0.8235;2.06113034551718E+018;0.8209;0.975;5.281;-3.096;0.989;-4.279;1.072;1.097;98.31;0.83977;20.705873;0.009675;40.238;6.8029;21.326956;0.183584;145.45;11.453;19.341106;0.085575;1.985849;       ;     ;      ;    ;1.54173059261364E+017;                   ;         ;         ;20.697304;0.009605;99.089;305.92616569622;38.47819338338
0.9636;305.922692853265;38.489220116782;305.92267490458;0.2978;38.48919490345;0.314;2.06113041423348E+018;0.1969;0.3741;6.494;-3.161;0.421;-5.673;0.446;1.015;195.15;0.86576;19.961433;0.005549;51.099;12.415;21.067518;0.263807;280.45;5.8341;18.628237;0.0229;2.439282;       ;     ;      ;    ;1.54183059226678E+017;                   ;         ;         ;19.944843;0.005486;198.16;305.92269285243;38.48922011858
0.9779;305.962540782792;38.4928561848614;305.96245411824;0.0319;38.49280965156;0.0361;2.0611300019232E+018;3.8852;0.0436;18.508;-15.262;0.045;-10.47;0.052;2.875;7542400;7683.7;8.493594;0.002969;4496300;14528;8.706413;0.004482;4443900;13073;8.128479;0.004948;0.577934;8.51;15;6500;4.5;                  ;                   ;         ;643418663;8.493594;0.002969;7542400;305.96254078361;38.49285618449
0.9801;305.953712618617;38.5010529532042;305.95369482032;0.014;38.50102763765;0.0151;2.06113075353598E+018;0.5292;0.0183;6.501;-3.134;0.018;-5.696;0.02;1.518;358630;71.63;11.80076;0.002764;162390;128.28;12.312121;0.002919;283540;78.411;11.116373;0.003791;1.195748;       ;     ;      ;    ;1.54203059540762E+017;                   ;         ;643418624;11.80076;0.002764;358630;305.95371261695;38.50105295184
0.993;305.95908521381;38.47626069991;305.95908521381;5.0268;38.47626069991;9.8524;2.06112955524365E+018;          ;       ;         ;         ;      ;         ;      ;        ;72.725;1.4978;21.033157;0.022531;36.01;8.783;21.44749;0.264833;92.026;23.239;19.83812;0.274207;1.609371;       ;     ;      ;    ;1.54173059590822E+017;                   ;         ;         ;21.033157;0.022531;72.725;305.95908521381;38.47626069991
1;305.947380534569;38.4707169141336;305.9473588836;0.2215;38.47068631858;0.2477;2.06112961966626E+018;0.2233;0.3029;7.869;-3.814;0.31;-6.884;0.355;1.035;251.12;0.73388;19.687658;0.004202;52.104;5.3314;21.046371;0.11113;366.62;7.2204;18.337368;0.021715;2.709003;       ;     ;      ;    ;1.54163059473725E+017;                   ;         ;         ;19.666461;0.004156;256.07;305.94738053223;38.47071691216
1.0013;305.955820063028;38.5003466531355;305.95582337391;0.2234;38.50033301758;0.2338;2.06113000191484E+018;1.0705;0.2927;3.122;0.583;0.302;-3.068;0.303;0.967;255.5;1.0876;19.668892;0.005381;128.59;19.384;20.0655;0.163686;406.27;22.111;18.225855;0.059212;1.839645;       ;     ;      ;    ;1.54203059558071E+017;                   ;         ;         ;19.662775;0.005358;256.94;305.95582006557;38.50034665116
1.0128;305.929526228213;38.500190750314;305.92951598892;0.0155;38.50017362587;0.0171;2.06113044859982E+018;0.5112;0.0209;4.254;-1.803;0.021;-3.853;0.021;1.027;17157;4.5221;15.101278;0.00277;6423.7;10.662;15.819072;0.003322;15604;11.428;14.264779;0.003862;1.554293;       ;     ;      ;    ;1.54203059295181E+017;                   ;         ;643418523;15.101278;0.00277;17157;305.92952622623;38.50019075194
1.0322;305.957184264125;38.5001902615069;305.95713897953;0.4285;38.50017214596;0.3881;2.0611300019232E+018;3.7401;0.5057;8.956;-7.974;0.564;-4.076;0.499;5.906;1189.1;2.3293;17.999289;0.003481;515.79;11.151;18.557362;0.023638;2282.8;13.95;16.351702;0.007636;2.20566;       ;     ;      ;    ;1.54203059571671E+017;                   ;         ;643418640;17.986859;0.003466;1202.8;305.95718426649;38.50019026049
1.0332;305.930303048563;38.4732518484689;305.93015573278;0.0599;38.47302109745;0.0682;2.06113034122078E+018;3.4812;0.0805;58.043;-25.95;0.079;-51.919;0.091;1.053;1587.3;1.5819;17.685715;0.00296;324.21;12.723;19.061474;0.0427;1891.3;16.304;16.555975;0.010094;2.505499;       ;     ;      ;    ;1.54163059301978E+017;                   ;         ;643418527;17.685715;0.00296;1587.3;305.93030304609;38.47325185004
1.0379;305.952577096869;38.4714354849395;305.95255750635;1.0187;38.47140393383;0.99;2.06112955524319E+018;-0.0189;1.7566;7.893;-3.451;1.688;-7.099;1.21;1.021;90.582;1.5051;20.794762;0.018249;33.558;7.8579;21.524052;0.254248;116.89;13.351;19.57842;0.124069;1.945631;       ;     ;      ;    ;1.54163059525716E+017;                   ;         ;         ;20.786879;0.01812;91.242;305.95257709863;38.47143548399
1.0428;305.957229360275;38.5003870057097;305.95718888003;0.2179;38.50036865905;0.1139;2.06113000191484E+018;0.1473;0.1751;8.237;-7.128;0.261;-4.128;0.148;1.063;896.5;1.758;18.305986;0.003482;488.1;35.646;18.617281;0.079341;1936;183.73;16.530645;0.10311;2.086636;       ;     ;      ;    ;                  ;                   ;         ;643418640;18.295664;0.00347;905.07;305.95722936116;38.5003870062
1.0862;305.964946940605;38.492792626256;305.96492665151;0.3394;38.49276240848;0.3104;2.0611300019232E+018;0.2871;0.3934;7.681;-3.573;0.518;-6.799;0.53;1.301;429.02;3.3679;19.106174;0.008958;610.04;43.081;18.375147;0.076726;891.63;58.221;17.372433;0.070997;1.002714;       ;     ;      ;    ;                  ;                   ;         ;         ;19.109544;0.008983;427.69;305.96494693992;38.49279262772
1.097;305.921199869061;38.4935372728682;305.92116895527;0.6256;38.49350233065;0.6897;2.06113040994153E+018;0.2264;0.8428;9.563;-5.444;0.873;-7.862;0.94;1.139;102.11;0.78738;20.66468;0.008814;43.583;11.325;21.24025;0.282143;150.79;5.9103;19.301973;0.042724;1.938276;       ;     ;      ;    ;1.54193059212033E+017;                   ;         ;         ;20.656922;0.008757;102.84;305.92119986889;38.49353727183
1.1082;305.950270957666;38.5046012024728;305.95025152851;0.0096;38.50457583803;0.0107;2.06113075783745E+018;0.5407;0.0128;6.654;-3.421;0.013;-5.707;0.014;1.061;52810;10.062;13.880575;0.002763;21868;26.827;14.489;0.003092;44853;24.002;13.118419;0.003824;1.370582;       ;     ;      ;    ;1.54203059502136E+017;                   ;         ;643418607;13.880575;0.002763;52810;305.95027095623;38.50460120453
1.1179;305.965118144952;38.480119367082;305.96511051446;1.3575;38.48010350486;1.8576;2.0611299332003E+018;-2.9141;1.9106;3.814;-1.344;1.901;-3.569;2.381;1.007;83.701;1.2158;20.880537;0.016009;45.795;6.7344;21.186485;0.159687;102.95;11.236;19.71637;0.118557;1.470116;       ;     ;      ;    ;1.54173059651147E+017;                   ;         ;         ;20.879814;0.015999;83.757;305.96511814521;38.48011936629
1.1185;305.920754853061;38.4804123471383;305.92073488539;0.2302;38.48038594714;0.2372;2.06113034122078E+018;0.5107;0.2963;6.903;-3.517;0.312;-5.94;0.303;0.925;224.94;0.94082;19.807213;0.005312;38.708;4.4218;21.369038;0.124061;332.33;9.1099;18.443981;0.030002;2.925057;       ;     ;      ;    ;1.54173059206907E+017;                   ;         ;         ;19.782676;0.005225;230.08;305.92075485485;38.48041234614
